index,X_img,Y_img,latitude,longitude
1383,116857,12067,-22.817831400000003,-43.332980400000004
1384,120087,11955,-22.817327,-43.31848579999999
1385,121097,13771,-22.825475500000003,-43.31395280000001
1386,117153,9980,-22.808461000000005,-43.33165
1387,117715,8369,-22.8012338,-43.329127400000004
1388,123720,17218,-22.840945500000004,-43.302177900000004
1389,117671,8387,-22.8013142,-43.3293259
1390,119806,11612,-22.8157893,-43.31974640000001
1391,123449,16775,-22.8389581,-43.3033956
1392,124209,17901,-22.8440106,-43.2999839
1393,116703,13763,-22.825440900000004,-43.33367239999999
1394,122382,15217,-22.8319673,-43.3081861
1395,127823,20892,-22.8574342,-43.2837672
1396,120629,12971,-22.8218859,-43.3160503
1397,117219,9139,-22.804688000000002,-43.331355
1398,118413,9623,-22.8068589,-43.32599590000001
1399,117626,8404,-22.8013896,-43.3295284
1400,129818,23020,-22.866986500000003,-43.274814
1401,128952,22152,-22.863091500000003,-43.2786979
1402,127891,20857,-22.857276,-43.28346140000001
1403,125132,19296,-22.850273799999997,-43.295842500000006
1404,127686,20813,-22.8570795,-43.28438009999995
1405,119598,11254,-22.8141822,-43.32067979999999
1406,121132,13762,-22.825436000000003,-43.3137919
1407,125847,20122,-22.853980099999998,-43.2926336
1408,116999,10977,-22.812935799999998,-43.3323406
1409,115944,19827,-22.8526565,-43.3370788
1410,126254,19950,-22.853205200000005,-43.290805399999996
1411,118953,10450,-22.8105725,-43.3235712
1412,117077,10603,-22.811259800000002,-43.3319934
1413,117214,9425,-22.805973700000003,-43.331376399999996
1414,118188,9313,-22.8054693,-43.32700439999999
1415,125462,20216,-22.8544026,-43.29436199999999
1416,123136,16402,-22.8372821,-43.30480109999999
1417,125000,19106,-22.8494201,-43.2964353
1418,115910,19791,-22.852493399999997,-43.337229
1419,115840,20542,-22.855864700000005,-43.337545500000004
1420,125060,19321,-22.850382600000003,-43.2961644
1421,130753,23775,-22.8703743,-43.27061449999999
1422,116436,15601,-22.833687800000003,-43.3348687
1423,124434,18289,-22.845752,-43.29897270000005
1424,119752,11583,-22.815655700000004,-43.31998780000001
1425,116303,16972,-22.8398443,-43.335465999999954
1426,121071,13776,-22.8255003,-43.3140655
1427,114650,22462,-22.8644816,-43.342885
1428,122421,15174,-22.831774499999998,-43.308009000000006
1429,132610,43275,-22.957889299999998,-43.2622834
1430,132641,43370,-22.958314099999996,-43.26214400000005
1431,131764,39069,-22.9390091,-43.2660804
1432,134595,44203,-22.9620532,-43.253372299999995
1433,134620,44164,-22.9618754,-43.2532597
1434,131434,41293,-22.9489929,-43.267561
1435,131669,39041,-22.938885599999995,-43.26650419999999
1436,134343,44122,-22.9616877,-43.2545042
1437,133193,43556,-22.959148599999995,-43.2596651
1438,131993,38310,-22.935603099999998,-43.265050599999995
1439,135701,45140,-22.9662566,-43.248410199999995
1440,135776,45056,-22.965881200000002,-43.2480723
1441,133351,43668,-22.959652400000003,-43.25895700000001
1442,134564,44246,-22.9622459,-43.2535118
1443,135739,45094,-22.966049100000003,-43.2482386
1444,131493,41288,-22.9489677,-43.26729269999999
1445,131664,42042,-22.952351999999998,-43.2665256
1446,132641,43423,-22.958550699999996,-43.262144
1447,131559,42016,-22.952238400000002,-43.266997700000005
1448,131509,40014,-22.9432527,-43.267223
1449,131605,42019,-22.952252400000003,-43.2667914
1450,131718,39060,-22.9389696,-43.26628420000001
1451,134130,43946,-22.9608974,-43.255459099999996
1452,133797,43817,-22.960319499999997,-43.2569558
1453,134259,43964,-22.9609814,-43.2548797
1454,131933,38334,-22.935713299999996,-43.2653207
1455,131539,41288,-22.948968200000003,-43.2670889
1456,131560,40021,-22.943281599999995,-43.26699630000001
1457,131614,40026,-22.943307099999995,-43.2667509
1458,133846,43784,-22.9601713,-43.2567358
1459,133203,43668,-22.959652400000003,-43.2596221
1460,133877,43897,-22.9606801,-43.256596300000005
1461,137451,45994,-22.970089200000004,-43.2405569
1462,137764,45983,-22.970039799999995,-43.2391514
1463,137671,45912,-22.969723700000003,-43.239569800000005
1464,137506,45917,-22.9697435,-43.240310099999995
1465,137747,45948,-22.96988179999995,-43.2392265
1466,137463,45943,-22.969862000000003,-43.2405032
1467,138158,45785,-22.969151099999998,-43.237381
1468,138089,45771,-22.969086800000003,-43.2376921
1469,138212,45805,-22.96924,-43.237139600000006
1470,131890,36889,-22.929226500000002,-43.26551160000005
1471,146149,35092,-22.9211643,-43.201519899999994
1472,145035,36376,-22.926923000000002,-43.2065211
1473,145652,36071,-22.925556399999994,-43.2037515
1474,146730,34135,-22.916865699999995,-43.1989128
1475,144527,36463,-22.9273153,-43.208799400000004
1476,144691,36435,-22.9271918,-43.2080645
1477,145432,36139,-22.925862699999996,-43.204738500000005
1478,146521,34570,-22.918822300000002,-43.1998515
1479,145415,36113,-22.9257442,-43.20481360000005
1480,145402,36083,-22.925610799999994,-43.2048726
1481,145140,36417,-22.92711,-43.206049100000044
1482,144498,36418,-22.927112700000002,-43.208928099999994
1483,146409,34641,-22.9191385,-43.2003558
1484,146750,34165,-22.917004099999996,-43.1988216
1485,145895,35587,-22.92338270000005,-43.2026625
1486,145859,35597,-22.9234272,-43.20282340000001
1487,145131,36386,-22.926969199999945,-43.20609139999995
1488,145816,35600,-22.923442,-43.20301650000001
1489,146185,35120,-22.92128780000005,-43.2013589
1490,146712,34110,-22.916756999999993,-43.198993200000004
1491,145667,36097,-22.925675000000002,-43.20368170000001
1492,145181,36298,-22.9265764,-43.205863699999995
1493,144518,36438,-22.9272017,-43.2088423
1494,144657,36392,-22.9269991,-43.2082147
1495,144665,36418,-22.9271127,-43.20818249999999
1496,146088,35099,-22.921194000000003,-43.201793499999944
1497,145627,36037,-22.925403000000003,-43.20386440000001
1498,146456,34620,-22.919044700000004,-43.200141199999955
1499,118783,32709,-22.9104697,-43.3243349
1500,98395,6873,-22.7945207,-43.4158335
1501,118823,32760,-22.9106957,-43.32415420000001
1502,98914,6572,-22.793170599999996,-43.4135054
1503,99368,6300,-22.7919491,-43.4114669
1504,100829,7718,-22.7983136,-43.4049118
1505,95792,2077,-22.7729964,-43.4275172
1506,102103,9019,-22.804149,-43.3991933
1507,101881,8761,-22.8029918,-43.4001911
1509,98484,5027,-22.786236799999998,-43.415436499999956
1510,102978,9974,-22.8084363,-43.39526660000001
1511,95524,1776,-22.771646099999995,-43.4287188
1512,94739,908,-22.767748300000004,-43.4322432
1513,97245,7655,-22.7980268,-43.4209941
1515,101942,8894,-22.803590200000002,-43.3999175
1516,99782,6502,-22.792853899999997,-43.409611
1517,96184,2549,-22.775113400000002,-43.425757700000005
1518,103449,10481,-22.810711,-43.393153000000005
1519,95921,2262,-22.7738274,-43.426937800000005
1520,103771,10887,-22.8125356,-43.391709999999996
1521,94915,1210,-22.769103700000002,-43.4314547
1522,101601,8451,-22.8016022,-43.4014464
1523,103251,10147,-22.8092127,-43.3940435
1524,97254,3679,-22.7801831,-43.4209565
1525,100304,7029,-22.795217800000003,-43.4072668
1526,99347,6083,-22.790974800000004,-43.411563699999995
1527,99044,5697,-22.7892403,-43.4129227
1528,104726,11839,-22.816807800000003,-43.38742379999995
1529,104244,11369,-22.8146965,-43.389585700000005
1531,94265,389,-22.765418599999997,-43.4343676
1532,100035,6743,-22.793936900000002,-43.4084738
1534,102419,9355,-22.805657200000002,-43.3977771
1535,98251,4770,-22.785079500000002,-43.416482599999995
1536,98730,5302,-22.7874683,-43.414331500000046
1537,96207,2616,-22.7754151,-43.4256557
1538,103870,10832,-22.8122884,-43.3912647
1539,104469,11704,-22.8161997,-43.38857720000001
1540,104200,11401,-22.814839900000003,-43.3897841
1541,101915,8918,-22.8036989,-43.4000355
1542,104502,11623,-22.8158387,-43.38842689999999
1543,95825,2207,-22.7735801,-43.427367000000004
1544,98426,5069,-22.7864248,-43.415694
1545,102838,9865,-22.807946700000006,-43.3958942
1546,98019,4569,-22.7841794,-43.4175233
1547,97826,7262,-22.796266199999998,-43.418387
1548,102694,9662,-22.807036899999996,-43.3965433
1549,97734,4208,-22.7825571,-43.4188
1550,100831,7624,-22.797888299999997,-43.404901100000004
1551,99783,6461,-22.792670900000005,-43.4096057
1552,104261,11360,-22.814656900000003,-43.3895106
1553,104530,11612,-22.8157892,-43.3883036
1554,104053,11118,-22.813569100000002,-43.390444
1555,103269,10192,-22.809415400000002,-43.393963
1556,95236,1459,-22.7702215,-43.4300116
1559,98012,4609,-22.7843574,-43.4175555
1560,100824,7660,-22.7980515,-43.4049333
1561,98979,5578,-22.788709699999995,-43.413215900000004
1562,102985,10100,-22.809,-43.3952344
1563,100298,7077,-22.795435399999995,-43.407293599999996
1564,96070,2386,-22.7743813,-43.4262673
1565,97981,4474,-22.783754000000005,-43.41769490000001
1566,95414,1758,-22.771562000000003,-43.429212299999996
1567,100313,7151,-22.795766699999998,-43.4072292
1568,96978,3380,-22.7788427,-43.4221957
1569,102404,9458,-22.806122,-43.3978415
1570,97551,4112,-22.782126899999998,-43.41962080000001
1571,96953,3449,-22.779154300000002,-43.422308300000005
1573,96534,2990,-22.7770918,-43.424185899999955
1574,97573,4083,-22.781998299999998,-43.4195242
1575,101247,8188,-22.8004203,-43.40303430000005
1576,103307,10316,-22.8099692,-43.3937914
1577,94367,609,-22.76640790000005,-43.43391160000001
1578,96954,3409,-22.778971300000002,-43.42230299999999
1579,94875,1118,-22.7686931,-43.4316317
1580,103500,10419,-22.810434,-43.3929223
1581,99014,5721,-22.7893477,-43.413055
1582,98877,5566,-22.788655299999995,-43.4136719
1583,102836,9919,-22.808188999999995,-43.395904900000005
1584,104020,11110,-22.8135344,-43.3905888
1585,95487,1782,-22.7716708,-43.4288851
1586,103486,10447,-22.810557699999997,-43.392986699999994
1587,97496,3942,-22.781365199999996,-43.4198675
1588,103843,10837,-22.812308100000003,-43.3913827
1589,96584,2995,-22.7771166,-43.423960599999994
1590,102980,10017,-22.808629099999997,-43.3952559
1591,99463,6147,-22.791260100000002,-43.4110399
1592,99253,5882,-22.790069799999994,-43.4119821
1593,99537,6176,-22.791390000000003,-43.410710699999996
1594,94952,1155,-22.7688563,-43.4312884
1595,98532,5139,-22.786735600000004,-43.4152198
1596,94026,126,-22.764241300000002,-43.43544390000006
1597,96625,2990,-22.7770918,-43.42377820000006
1598,99795,6574,-22.793175299999998,-43.409552
1599,94348,536,-22.766078699999998,-43.43399790000001
1600,96351,2689,-22.775741500000002,-43.4250066
1601,102517,9511,-22.8063594,-43.397337199999996
1602,100577,7338,-22.7966075,-43.4060437
1603,101250,8138,-22.800197799999996,-43.4030235
1604,101323,8156,-22.8002769,-43.4026963
1609,117570,1470,-22.7702708,-43.32977789999999
1610,117631,5944,-22.7903512,-43.329504299999996
1611,117581,55,-22.7639196,-43.3297296
1612,117708,4516,-22.7839416,-43.329161
1615,117505,2272,-22.77387170000005,-43.3300729
1616,117661,4761,-22.7850395,-43.32937019999999
1618,117578,6385,-22.792329500000005,-43.3297457
1625,117715,4753,-22.785004899999997,-43.32912879999999
1626,117722,4936,-22.7858259,-43.3290966
1627,117469,7416,-22.796954700000004,-43.3302312
1629,117527,2573,-22.775222,-43.329971
1637,117476,7600,-22.7977818,-43.3302017
1640,117471,7062,-22.795366,-43.3302231
1651,117485,7265,-22.7962797,-43.33016279999999
1652,117590,5945,-22.790356200000005,-43.32969209999999
1655,117304,8472,-22.801694799999996,-43.330975499999994
1660,117623,6166,-22.791345300000003,-43.329541899999995
1663,117634,3841,-22.78091,-43.3294936
1665,117627,3532,-22.779525100000004,-43.329525800000006
1666,117568,1870,-22.7720663,-43.32978860000001
1671,117618,429,-22.7656014,-43.3295633
1674,117443,7793,-22.7986497,-43.3303506
1684,117604,2887,-22.776631700000003,-43.3296277
1689,121373,1232,-22.7692024,-43.3127137
1690,117673,5345,-22.7876608,-43.329316600000006
1696,120738,1232,-22.7692024,-43.315562199999995
1699,117538,2267,-22.773847,-43.3299227
1700,117624,3229,-22.778164999999998,-43.3295365
1703,117550,1871,-22.7720713,-43.329869099999996
1713,117484,7416,-22.796957200000005,-43.330166899999995
1715,117609,778,-22.7671645,-43.3296062
1716,117501,7264,-22.796274700000005,-43.330089099999995
1722,117670,4935,-22.785821,-43.3293327
1726,117500,7062,-22.795365999999998,-43.33009440000005
1731,117598,428,-22.7655965,-43.329654500000004
1735,117474,8056,-22.799829199999998,-43.3302084
1736,117646,3548,-22.7795993,-43.3294399
1737,121727,1236,-22.7692222,-43.3111258
1741,117533,1468,-22.770261700000002,-43.3299453
1743,117633,56,-22.763924499999998,-43.3294989
1755,117556,778,-22.7671645,-43.3298423
1763,117656,3838,-22.780900099999997,-43.32939170000001
1774,117607,3223,-22.7781402,-43.3296116
1777,121827,1329,-22.7696377,-43.3106752
1778,117564,2572,-22.775217099999995,-43.3298047
1779,117599,6384,-22.79232449999995,-43.32964920000001
1781,117586,2888,-22.7766366,-43.3297082
1784,117590,779,-22.7671694,-43.32969210000001
1788,117600,3880,-22.781088,-43.32964379999999
1789,117573,3191,-22.7779968,-43.329767200000006
1792,117356,8032,-22.7997229,-43.33074020000001
1795,117339,8477,-22.801717000000004,-43.33081730000001
1797,117655,5606,-22.788832899999996,-43.32939699999999
1801,117606,6167,-22.791350199999997,-43.329617000000006
1806,117555,2267,-22.773847,-43.329847599999994
1811,117493,7604,-22.797797799999998,-43.33012390000001
1812,117591,1469,-22.7702659,-43.32968669999999
1818,119879,1511,-22.770453799999995,-43.319419200000006
1825,117592,3593,-22.7797971,-43.329681300000004
1831,117635,5337,-22.787626199999995,-43.3294882
1837,117471,7790,-22.798636100000003,-43.330221800000004
1842,117649,5948,-22.7903661,-43.329423799999994
1845,117566,6160,-22.7913206,-43.3297994
1848,117566,425,-22.7655816,-43.3297994
1851,117511,1868,-22.772056399999997,-43.330046100000004
1853,117584,2572,-22.775217099999995,-43.3297189
1856,117541,6665,-22.793585599999997,-43.329912
1857,117517,7066,-22.795385800000002,-43.330019300000004
1869,117552,2921,-22.776785,-43.329858400000006
1871,117564,6661,-22.7935658,-43.32980469999999
1872,117543,6378,-22.7922998,-43.329901299999996
1873,117574,1132,-22.768752300000003,-43.3297618
1875,117690,5341,-22.787646000000002,-43.32924150000005
1876,117426,7541,-22.797517300000003,-43.33042559999999
1886,117594,1133,-22.768757199999996,-43.3296706
1889,117703,4937,-22.785830899999997,-43.3291824
1890,117512,6665,-22.793585599999997,-43.3300408
1898,117633,2236,-22.773708499999998,-43.329498900000004
1900,117673,5606,-22.788832899999996,-43.3293166
1902,117686,4517,-22.783946500000003,-43.32925759999995
1903,117423,7410,-22.796927500000002,-43.3304404
1908,117441,7263,-22.796270999999997,-43.33035730000001
1916,117700,4760,-22.785034599999996,-43.329198500000004
1918,118289,2024,-22.7727588,-43.3265539
1919,117652,4527,-22.783991,-43.329413100000004
2135,44889,3629,-22.7799598,-43.6559635
2139,44537,4846,-22.785420500000004,-43.6575433
2144,4709,2033,-22.772798299999998,-43.83628570000001
2145,31962,7995,-22.799554899999997,-43.713976900000006
2146,41094,6274,-22.7918301,-43.672992799999996
2153,1750,2924,-22.7767948,-43.849568000000005
2158,15072,2591,-22.7753011,-43.7897762
2159,743,3241,-22.778219299999996,-43.854084799999995
2161,25206,6626,-22.793412699999998,-43.7442966
2163,38826,6538,-22.7930171,-43.6831744
2164,17879,2496,-22.7748757,-43.7771805
2167,31054,8262,-22.800751599999998,-43.7180539
2170,46715,2511,-22.774945000000002,-43.6477693
2173,13526,2562,-22.7751725,-43.7967177
2174,18563,2811,-22.776290300000003,-43.7741121
2175,52572,1418,-22.770038299999996,-43.621483600000005
2176,12868,2767,-22.776092499999997,-43.7996681
2179,28984,8870,-22.803481400000003,-43.7273451
2181,30138,8387,-22.801315399999996,-43.72216300000001
2182,39562,7041,-22.7952722,-43.67987000000005
2185,43886,5127,-22.7866827,-43.6604664
2187,47621,2306,-22.774024999999998,-43.643703099999996
2188,43152,5362,-22.7877381,-43.663760599999996
2192,9796,2320,-22.774084299999995,-43.813454699999994
2193,20545,4407,-22.783452099999998,-43.765217899999996
2196,24319,6188,-22.791444400000003,-43.748277
2197,9586,2205,-22.7735699,-43.8143988
2198,34456,7471,-22.7972009,-43.70278679999999
2199,40351,6600,-22.793294,-43.67632940000005
2201,40310,6710,-22.7937886,-43.6765118
2203,20490,4297,-22.7829575,-43.76546460000001
2204,23492,5866,-22.790000300000003,-43.7519892
2206,32789,7828,-22.798803200000002,-43.710264800000004
2207,51472,1599,-22.770849499999997,-43.6264189
2208,51443,1685,-22.7712353,-43.62654760000001
2210,37124,6904,-22.794659000000003,-43.6908134
2212,28394,8798,-22.803157,-43.7299902
2213,17898,2593,-22.775311000000002,-43.7770947
2214,22593,5326,-22.787576899999998,-43.756023199999994
2219,5869,1678,-22.771205600000002,-43.8310822
2221,11924,2553,-22.7751329,-43.803906000000005
2222,47678,2375,-22.7743316,-43.6434456
2223,46777,2419,-22.7745295,-43.6474903
2225,36218,7177,-22.795885399999996,-43.6948796
2227,44693,3984,-22.781555299999997,-43.656845000000004
2228,36273,7083,-22.795460100000003,-43.6946328
2229,49562,2046,-22.772857700000003,-43.634991199999995
2230,19459,3442,-22.7791195,-43.7700887
2231,43895,5037,-22.7862818,-43.660425399999994
2232,24329,6285,-22.791879599999998,-43.7482341
2233,2677,2657,-22.775597899999998,-43.84540519999995
2234,1733,2846,-22.776448600000005,-43.849643099999994
2239,49581,2121,-22.773193999999947,-43.634905399999994
2240,27774,8035,-22.799732900000002,-43.732773900000005
2241,34482,7550,-22.797556999999998,-43.7026687
2242,41023,6395,-22.792374099999996,-43.6733146
2246,27327,7691,-22.798189999999998,-43.734780099999995
2247,50681,1773,-22.771631,-43.62997010000001
2249,53557,942,-22.7679014,-43.617063900000005
2252,44987,2929,-22.776821200000004,-43.6555221
2253,30178,8464,-22.801661499999998,-43.7219834
2257,44903,3261,-22.778308799999994,-43.6559018
2258,2586,2606,-22.77537029999995,-43.8458129
2259,31986,8070,-22.7998912,-43.713869599999995
2260,20227,4147,-22.782284899999997,-43.76664479999995
2262,41797,5972,-22.790475100000002,-43.669838500000004
2263,37898,6805,-22.794213900000003,-43.687337199999995
2264,38804,6622,-22.7933929,-43.683271000000005
2265,45646,2648,-22.7755578,-43.65256739999995
2268,41747,6084,-22.790979499999995,-43.6700638
2269,35407,7272,-22.796310699999996,-43.6985167
2270,42414,5695,-22.789230500000006,-43.66707180000005
2271,35369,7356,-22.7966866,-43.6986883
2272,37960,6721,-22.793838,-43.687058300000004
2273,33743,7700,-22.798229499999998,-43.70598400000005
2274,26657,7296,-22.796419499999995,-43.7377842
2275,43222,5422,-22.7880064,-43.663444600000005
2278,33672,7627,-22.797903099999996,-43.706305799999996
2280,31039,8196,-22.800454899999995,-43.7181183
2281,26624,7374,-22.796765700000005,-43.7379344
2284,19373,3519,-22.779465700000003,-43.770475000000005
2289,32873,7889,-22.799080099999998,-43.709889200000006
2290,4224,2201,-22.7735501,-43.8384636
2292,10272,2293,-22.7739656,-43.81131970000001
2294,566,3204,-22.7780511,-43.8548787
2296,11255,2452,-22.7746779,-43.806910099999996
2297,39572,6946,-22.794846900000003,-43.679827
2298,48544,2181,-22.773461100000002,-43.6395617
2300,8565,2071,-22.772966499999995,-43.818980100000005
2302,23480,5767,-22.7895552,-43.75204279999999
2308,29572,8625,-22.8023835,-43.724705799999995
2314,50710,1857,-22.7720069,-43.629841400000004
2316,25938,6977,-22.794985399999998,-43.7410136
2319,13526,2659,-22.775607800000003,-43.796717699999995
2320,16273,2567,-22.77519229999995,-43.7843903
2321,15065,2796,-22.776221099999997,-43.789808300000004
2326,44671,4389,-22.783373,-43.6569424
2328,10621,2441,-22.7746284,-43.809753300000004
2329,42493,5743,-22.7894491,-43.66671840000001
2330,37059,6994,-22.795064500000006,-43.69110310000001
2332,48611,2254,-22.7737876,-43.639261299999994
2333,27712,8105,-22.800049400000002,-43.7330528
2336,8073,2000,-22.772649899999998,-43.821190200000004
2338,8008,2073,-22.7729764,-43.82147989999999
2340,28432,8745,-22.80292130000005,-43.7298208
2344,4692,1956,-22.7724521,-43.83636079999995
2345,3925,2201,-22.7735501,-43.8398047
2350,18740,2756,-22.776043,-43.773318099999955
2351,8553,2159,-22.7733622,-43.81903369999999
2352,25892,7058,-22.795351299999997,-43.741217400000004
2353,12770,2677,-22.775686900000004,-43.800107999999994
2355,53518,1048,-22.7683763,-43.617235599999994
2356,21666,4960,-22.785934899999997,-43.76018600000001
2357,20172,4217,-22.7826014,-43.766891599999994
2358,45627,2568,-22.7752003,-43.6526532
2363,6194,1815,-22.771819,-43.8296231
2364,52543,1345,-22.769711799999996,-43.621612400000004
2365,6844,1901,-22.7722048,-43.826704799999995
2367,22610,5423,-22.788012100000003,-43.7559481
2368,44470,4788,-22.785163400000002,-43.6578437
2369,21687,4885,-22.7855986,-43.7600895
2370,5830,1599,-22.770849499999997,-43.8312538
2371,25192,6704,-22.793758900000004,-43.744361000000005
2375,27401,7647,-22.797992200000003,-43.7344476
2378,11974,2644,-22.775538500000003,-43.803680700000044
2379,16134,2725,-22.7759045,-43.785012599999995
2380,11197,2531,-22.775034,-43.8071676
2381,6913,1828,-22.771878299999997,-43.8263937
2384,6093,1713,-22.771363899999994,-43.83007370000001
2385,9433,2262,-22.7738271,-43.81508549999995
2386,45068,2972,-22.7770136,-43.655158099999994
3335,76473,22497,-22.8646386,-43.51421750000001
3336,79290,29390,-22.8955712,-43.5015778
3337,80165,30602,-22.901013499999998,-43.4976505
3338,76311,21270,-22.859132,-43.51494699999999
3339,78900,28653,-22.892266600000003,-43.503328
3340,76366,22462,-22.864480399999998,-43.5147003
3341,76421,23295,-22.868219999999997,-43.51445139999999
3342,76523,23261,-22.8680671,-43.5139918
3343,81089,30783,-22.901824200000004,-43.493499799999995
3344,79679,30501,-22.9005589,-43.499830100000004
3345,78431,26957,-22.884655899999995,-43.505430499999996
3346,76385,21147,-22.8585784,-43.51461439999999
3347,79610,30576,-22.9008949,-43.500141199999995
3348,78357,27024,-22.884952400000003,-43.50576309999995
3349,77790,25252,-22.8769998,-43.508307300000006
3350,78758,28166,-22.8900816,-43.5039633
3351,77497,24622,-22.8741736,-43.5096218
3352,78082,25965,-22.880203199999997,-43.50699669999999
3353,78826,28085,-22.889716099999998,-43.50365639999999
3354,77994,25997,-22.8803453,-43.507393400000055
3355,79189,29411,-22.895666600000002,-43.5020295
3356,78996,28623,-22.8921288,-43.502896799999995
3357,77593,24585,-22.874008,-43.5091909
3358,81088,30878,-22.902249100000002,-43.4935052
3359,80029,30670,-22.901316899999998,-43.4982602
3360,88723,30282,-22.8995757,-43.459241399999996
3361,95807,28771,-22.8927958,-43.427447799999996
3362,114974,31971,-22.907155899999996,-43.34142920000001
3363,96121,28530,-22.891713500000055,-43.42604239999999
3364,86944,30149,-22.8989777,-43.467225000000006
3365,85320,30210,-22.899251699999997,-43.4745144
3366,92196,30844,-22.90209649999995,-43.443653499999996
3367,87667,30162,-22.899036299999995,-43.46398089999999
3368,87506,30266,-22.8995065,-43.4647037
3369,89863,30883,-22.902273700000002,-43.4541254
3370,92239,30757,-22.90171,-43.44346169999999
3371,93418,30378,-22.9000056,-43.4381713
3372,94908,29356,-22.8954199,-43.4314819
3373,93994,29713,-22.897021000000002,-43.4355857
3374,83180,30161,-22.899033800000005,-43.484115700000004
3375,85204,30120,-22.8988495,-43.4750326
3376,84056,30100,-22.8987603,-43.4801854
3377,96254,28422,-22.891229199999998,-43.425441500000005
3378,83437,30086,-22.898695999999997,-43.482964200000005
3379,83276,30240,-22.8993879,-43.483688400000005
3380,95238,29224,-22.894826899999995,-43.43000130000001
3381,90162,30187,-22.899147999999997,-43.452784199999996
3382,92905,30798,-22.901893199999996,-43.4404726
3383,90154,30092,-22.898725599999995,-43.45281930000001
3384,92190,30573,-22.9008839,-43.4436822
3385,90703,29976,-22.898204099999997,-43.4503568
3386,93890,29930,-22.897994300000004,-43.4360524
3387,86793,30243,-22.899402700000003,-43.467900900000004
3388,88712,30182,-22.8991285,-43.459291
4084,126853,33308,-22.9131549,-43.2881176
4085,125082,35093,-22.921168899999994,-43.29606770000001
4086,130194,37620,-22.932507699999995,-43.273124300000006
4087,128749,36343,-22.9267764,-43.279608700000004
4088,130210,36714,-22.9284432,-43.2730538
4089,125917,35432,-22.9226907,-43.29231800000001
4090,126638,33647,-22.914676799999995,-43.2890832
4091,126397,34001,-22.916267799999996,-43.290166799999994
4092,131554,37087,-22.9301165,-43.26702039999999
4093,126331,34141,-22.9168953,-43.2904619
4094,126938,33206,-22.912700300000004,-43.287736699999996
4095,127594,36090,-22.9256408,-43.2847922
4096,129270,36451,-22.9272609,-43.277270999999956
4097,131459,38638,-22.9370776,-43.26744879999999
4098,93027,31114,-22.903308900000003,-43.4399249
4099,92953,31181,-22.9036099,-43.4402592
4173,117266,8516,-22.8018938,-43.3311455
4174,117393,7733,-22.798377799999997,-43.3305726
4175,117067,8645,-22.802472499999993,-43.33203870000001
4176,116729,9185,-22.8048955,-43.333553900000005
4177,117123,9159,-22.8047769,-43.331783900000005
4178,116506,8670,-22.802586199999997,-43.3345546
4187,96954,7661,-22.798056599999995,-43.42230309999999
4188,107991,15517,-22.833311300000005,-43.3727701
4189,8250,30780,-22.90180989999995,-43.8203935
4205,62701,38908,-22.938289599999997,-43.576025599999994
4206,65890,38883,-22.938174299999996,-43.561713499999996
4207,42589,32315,-22.9086977,-43.6662875
4208,96271,35087,-22.921141000000002,-43.425367200000004
4209,39512,30652,-22.9012361,-43.68009550000001
4210,86664,36160,-22.925956499999995,-43.46848000000001
4211,42959,33334,-22.913275300000002,-43.664624200000006
4212,43297,34052,-22.916497300000003,-43.6631091
4213,44597,35624,-22.9235504,-43.657275299999995
4214,41428,31646,-22.9056982,-43.671496399999995
4215,67529,38814,-22.937868,-43.554358900000004
4216,64292,38616,-22.936978000000003,-43.5688841
4217,71571,37847,-22.9335254,-43.53621650000001
4218,75632,37252,-22.930857599999996,-43.5179935
4219,48552,37813,-22.933372300000002,-43.639524400000006
4220,52210,37793,-22.9332839,-43.6231077
4221,82547,36534,-22.927636399999997,-43.4869604
4222,38921,30394,-22.900079699999996,-43.6827455
4223,50635,38036,-22.934375199999998,-43.6301743
4224,58858,38541,-22.936642799999998,-43.5932724
4225,61504,38993,-22.9386683,-43.58139559999995
4226,68895,38480,-22.9363661,-43.54822740000001
4227,45767,36429,-22.927162100000004,-43.6520235
4228,59999,38818,-22.9378828,-43.5881494
4229,66686,39010,-22.938747399999997,-43.558142200000006
4230,94611,35635,-22.923599799999998,-43.43281759999999
4231,93142,35729,-22.9240198,-43.4394104
4232,94610,35609,-22.9234812,-43.432822900000005
4233,88493,36032,-22.9253834,-43.4602724
4234,45244,36071,-22.9255563,-43.654367799999996
4235,88491,36006,-22.92526480000005,-43.4602831
4236,93841,35657,-22.923698600000005,-43.4362723
4237,43237,34063,-22.916545900000003,-43.6633792
4238,71023,37977,-22.934108399999953,-43.538678700000006
4239,53964,37704,-22.9328832,-43.6152343
4240,61953,39053,-22.938940000000002,-43.57938389999999
4241,74048,37420,-22.9316086,-43.525101400000004
4242,87414,36101,-22.9256897,-43.4651165
4243,87402,36073,-22.9255662,-43.4651701
4244,81857,36605,-22.9279526,-43.490055700000006
4245,43750,33005,-22.9117958,-43.6610733
4246,53224,37742,-22.9330561,-43.61855489999999
4247,43966,35181,-22.9215642,-43.6601077
4248,56076,37902,-22.9337725,-43.6057554
4249,90206,35887,-22.92473120000005,-43.4525855
4250,89129,35987,-22.9251808,-43.45741849999995
4251,91075,35863,-22.9246225,-43.4486855
4252,59332,38657,-22.9371615,-43.59114270000001
4253,91105,35831,-22.9244793,-43.44855140000001
4254,78855,36920,-22.9293656,-43.5035257
4255,46423,36815,-22.928896200000004,-43.64907849999995
